Title,Release year,Genre,Duration,Rating,Viewership Certificate,User votes,Plot synopsis,Director,Poster Link
Sleeping Beauty,2014,"['Adventure', 'Fantasy', 'Horror']",1h 29m,2.8,TV-14,2K,"When a young Prince and his trusted aid learn of a beautiful Princess's cursed eternal slumber, they embark on a journey to rescue her. They must battle an evil queen and legions of undead monsters before she will be free.",Casper Van Dien,https://m.media-amazon.com/images/M/MV5BN2ZkMjFiYzEtOGViMS00ZTViLThhMDItODc4NTY2MjJmZTBlXkEyXkFqcGdeQXVyMjgzNDQyMjE@._V1_.jpg
Drum Beat,1954,"['Adventure', 'Western']",1h 51m,6.3,Approved,1.1K,"In 1872, Indian fighter Johnny MacKay is appointed peace commissioner for the California and Oregon territory but he faces tough opposition from the renegade Modocs led by their chief Captain Jack.",Delmer Daves,https://m.media-amazon.com/images/M/MV5BNDIwNGJiODUtODJlOC00YTM5LWI4MmEtYzJlZjViN2VjNDBmXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg
Iron Man,1951,"['Drama', 'Film-Noir', 'Sport']",1h 22m,6.2,Approved,315,An ambitious coal miner is talked into becoming a boxer by his gambler brother.,Joseph Pevney,https://m.media-amazon.com/images/M/MV5BMmVjZGY2ZjUtYTQ2MC00OWNkLWFiNDctOWVmM2RjM2VjNzRmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg
The Werewolf of Washington,1973,"['Comedy', 'Horror']",1h 30m,4,PG,1.2K,"Reporter having affair with president's daughter sent to Hungary, bitten by wolf then transferred back to Washington where bodies appear.",Milton Moses Ginsberg,https://m.media-amazon.com/images/M/MV5BYWMzM2U3NDItNzQ5Yy00NjgxLThiNTEtZWU1OTgwYzdjNDZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
The Christmas Dragon,2014,"['Adventure', 'Drama', 'Fantasy']",,,,,,,
Journey of Honor,1991,"['Action', 'Adventure', 'Drama']",1h 47m,5.3,PG-13,434,"In the seventeenth century, Japan is divided between two forces. The Eastern Army, lead by the Warlord Tokugawa Ieyasu, and the Western Army, which fights for Toyotomi's clan. Despite wining a recent battle, things look grim for the Eastern Army. Toyotomi's Army has a supply of m... Read all",Gordon Hessler,https://m.media-amazon.com/images/M/MV5BYjdmMmNkNWEtY2Q4Zi00MzgxLWFjYmItOGMyNDMwODQwZTA5XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_.jpg
Innocence,2013,"['Fantasy', 'Horror', 'Mystery']",1h 36m,4.4,PG-13,1.4K,A young woman discovers that her elite Manhattan preparatory school harbors a dark secret.,Hilary Brougher,https://m.media-amazon.com/images/M/MV5BMTQ5NjA3NDMwOF5BMl5BanBnXkFtZTgwNTA5MDA2MjE@._V1_.jpg
"Munster, Go Home!",1966,"['Adventure', 'Comedy', 'Family']",1h 36m,6.3,Approved,3.1K,The Munsters travel to England after Herman discovers he's the new Lord of the Munster Hall.,Earl Bellamy,https://m.media-amazon.com/images/M/MV5BYzkxMDUxYzgtZDEwMC00MzZkLWE2MzMtMzAzYzFmYTQ3MTE4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg
Evil Lurks,2023,['Horror'],,,,,,,
Heightened,2023,['Comedy'],,,,,,,
The Confession,1999,"['Drama', 'Thriller']",1h 54m,6,R,2.8K,"A High powered NY litigator, hired to defend a murderer who avenged his young son's death, struggles with his own desires for success versus the moral wishes of his client to choose the path of truth.",David Hugh Jones,https://m.media-amazon.com/images/M/MV5BMTNiMmZlOGYtYjNjMC00ZjE0LWEwMzctZGZlOGUyZmUzZjcwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
Creep 3,,,,,,,,,
Salsa,1988,"['Music', 'Romance']",1h 37m,4.8,PG,1.3K,"As a young East Los Angeles Latino pursues his dream of becoming a great Salsa dancer, he is enraged to learn that his little sister is romantically involved with his best friend.",Boaz Davidson,https://m.media-amazon.com/images/M/MV5BZjMwMmI2NTgtNDg3Zi00YTMwLWE3NDItODY4OGQ4MmQ3NGFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
Down to the Bone,2004,['Drama'],1h 44m,6.6,R,2.4K,"A woman stuck in a stale marriage struggles to raise her children and manage her secret drug habit. But when winter comes to her small town, her balancing act begins to come crashing down.",Debra Granik,https://m.media-amazon.com/images/M/MV5BMTIyMDU0MTQzMl5BMl5BanBnXkFtZTcwNzE3NTEzMQ@@._V1_.jpg
Untitled Hong Kong Action Thriller,,,,,,,,,
Wonderlust,2020,['Documentary'],1h 14m,6.8,Not Rated,31,"The preacher's in love with the sunshine schizophrenic, the range runner has a family of five with one more on the way, and the professor is a cerebral alcohol aficionado; as for Slab City's unofficial sheriff, he shot and killed his step father at age six for raping his mother. ... Read all",Gabriel Miller,
Band of Angels,1957,['Drama'],2h 5m,6.5,Approved,2.6K,"Amantha Starr grows up as a privileged Southern belle in the ante-bellum South, but after her father dies broke, her world is destroyed when she discovers that her mother was Black.",Raoul Walsh,https://m.media-amazon.com/images/M/MV5BNzFiYTdjNzAtYjUzNC00MTE2LWEyZjctMzdjNTMzODQ3YmZkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg
The Summer Book,,,,,,,,,
Body Language,,,,,,,,,
SEAL Patrol,2014,"['Action', 'Sci-Fi', 'Thriller']",1h 20m,3.6,R,727,"After losing contact with a clandestine energy research facility, a powerful venture capitalist contracts a private team of elite military operatives to retrieve a physicist who holds the key to an unprecedented alternate energy source.",Nicolas Aaron Mezzanatto,https://m.media-amazon.com/images/M/MV5BM2Q0NzkwZDgtMWUyNS00ZDUyLTkzYjktN2Y0MzhjZDAwNjEwXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
Deadly Entanglement,2023,['Thriller'],,,,,,,
Balls Up,,,,,,,,,
The Wild Women of Wongo,1959,"['Adventure', 'Comedy']",1h 12m,2.3,Approved,1.4K,"Men, women and apes live together as three different tribes on the tropical island of Wongo. When the tribes discover that they live together on the island, ape-men start planning a raid on the tribe in order to capture mates.",James L. Wolcott,https://m.media-amazon.com/images/M/MV5BMTI5OTg1NDQ4NV5BMl5BanBnXkFtZTYwOTk4OTE5._V1_.jpg
Skins,2002,"['Crime', 'Drama']",1h 24m,7,R,1.6K,An inspirational tale about the relationship between two Sioux brothers living on the Pine Ridge reservation.,Chris Eyre,https://m.media-amazon.com/images/M/MV5BMTc5MTg2NjM1NF5BMl5BanBnXkFtZTcwODY0Nzg0MQ@@._V1_.jpg
Sun Dogs,2017,"['Comedy', 'Drama']",1h 34m,6.3,TV-MA,2.6K,"A young man determined to be a military hero, ends up on a misguided adventure with his family and new friend Tally, which leads him to the most unlikely realization of how he can courageously ""save lives.""",Jennifer Morrison,https://m.media-amazon.com/images/M/MV5BZGY1MDIyNTctNjEyMC00NWYwLWE4MzItNzI1MzJiNTkzNTg5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg
Small Town Wisconsin,2020,"['Comedy', 'Drama']",,,,,,,
Out of the Dark,1988,"['Crime', 'Horror', 'Thriller']",1h 29m,5.3,R,1.5K,Beautiful young women who work at the offices of a phone-sex company are being stalked by a psychopathic killer.,Michael Schroeder,https://m.media-amazon.com/images/M/MV5BMDAyZmNkNDEtNWViMi00OWI2LTliMzYtOGIwMDkxZDVjNmEzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
Holly by Nightfall,,,,,,,,,
Part of Me,2012,"['Documentary', 'Music']",1h 33m,5.9,PG,14K,"A look at the life, career and music of singer Katy Perry as we follow her on the California Dreams World Tour.",Dan Cutforth,https://m.media-amazon.com/images/M/MV5BMjI3MTMzNTU0OF5BMl5BanBnXkFtZTcwOTU4Njc4Nw@@._V1_.jpg
Six Weeks,1982,['Drama'],1h 47m,5.6,PG,1K,"In this heart-warming drama, a terminally ill young girl strives to bring together her wealthy mother and a California politician, fulfilling her dream of having a family during the last six weeks of her life.",Tony Bill,https://m.media-amazon.com/images/M/MV5BMDhkZmY4NzQtYTdmMS00Y2UyLThiOGEtNmZmODA1OGUzN2ExXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_.jpg
Equity,2016,['Drama'],1h 40m,5.6,R,3.9K,Senior investment banker Naomi Bishop is threatened by a financial scandal and must untangle a web of corruption.,Meera Menon,https://m.media-amazon.com/images/M/MV5BMTU3Mjc3NDY0M15BMl5BanBnXkFtZTgwNDUxMjExOTE@._V1_.jpg
Pennies from Heaven,1936,"['Comedy', 'Drama', 'Music']",1h 21m,6.5,Approved,795,"Larry Poole, in prison on a false charge, promise an inmate that when he gets out he will look up and help out a family. The family turns out to be a young girl, Patsy Smith, and her elderly grandfather who need lots of help.",Norman Z. McLeod,https://m.media-amazon.com/images/M/MV5BNjcyNmRiMDQtZGJhOC00NmM0LWE2M2UtM2YyMjhhZWI5NWFjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
The Lost Footage of Leah Sullivan,2018,"['Crime', 'Horror', 'Mystery']",,,,,,,
The Egg and I,1947,"['Comedy', 'Romance']",1h 48m,6.9,Approved,3.1K,"On their wedding night, Bob reveals to Betty that he has purchased an abandoned chicken farm. Betty struggles to adapt to their new rural lifestyle, especially when a glamorous neighbor seems to set her eyes on Bob.",Chester Erskine,https://m.media-amazon.com/images/M/MV5BZDdjYTgzYzQtYjI0NS00NTIzLTlhNzktZmEwYjYyNGQzMjgwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg
Fatal Friend Request,2019,['Thriller'],1h 26m,5,TV-14,245,"Vanessa is thrilled to welcome her 10,000th online follower. Little does she know that her new fan is the biological mother of her adopted daughter Lacy, and she'll stop at nothing to get her back.",Lisa France,https://m.media-amazon.com/images/M/MV5BNmI1YjI1ZmYtZjU5Mi00NjIyLTg2MDYtZTk4ZTc0ZDAyMzg2XkEyXkFqcGdeQXVyNDgyNzAxMzY@._V1_.jpg
Rollover,1981,"['Drama', 'Mystery', 'Romance']",1h 56m,5.4,R,1.4K,The wife of a murdered petrochemical company chairman and a banker investigating the liquidity of his new bank stumble upon an international financial scheme that could lead to global economic collapse.,Alan J. Pakula,https://m.media-amazon.com/images/M/MV5BOTM1MTNmYTAtZGM2ZC00ZGNlLWFkMTctNmVmZDc3YmNjZWUwXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg
Dangerous,1935,"['Drama', 'Romance']",1h 19m,6.8,Approved,3.7K,"An alcoholic actress who is considered a dangerous jinx is rehabilitated, but she then shows that she's as dangerous as ever.",Alfred E. Green,https://m.media-amazon.com/images/M/MV5BZDFlY2VkNTMtMDcwOC00YjlkLWE2ZGMtMGVlZGUxNTcwNGVjXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_.jpg
The Lifeguards,2024,"['Comedy', 'Romance']",,,,,,,
The Angry Red Planet,1959,"['Adventure', 'Horror', 'Sci-Fi']",1h 23m,5.3,Not Rated,3.7K,One of only two survivors from a Martian expedition is so traumatized she doesn't remember the circumstances of the trip.,Ib Melchior,https://m.media-amazon.com/images/M/MV5BZWIwYWU0NTEtZjgwMi00OWNjLTllMDctMmUwOTg2MDhmNzc3XkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_.jpg
Drop Dead Sexy,2005,"['Comedy', 'Crime']",1h 23m,4.8,R,2.8K,"When their money scam runs aground, a group of would-be thieves turn to kidnapping in an attempt to blackmail their target.",Michael Philip,https://m.media-amazon.com/images/M/MV5BY2U4YmNhMmEtMzI3NS00NWEyLThmNDQtNzRjYjUzMDVkYmE3XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
A Kid Like Jake,2018,['Drama'],1h 32m,5.6,R,3.9K,The loving parents of a four-year-old must come to terms with the fact that their child is gay.,Silas Howard,https://m.media-amazon.com/images/M/MV5BODllZmMwOGItNGI4Zi00YWEzLWJmMTYtYjgwZGI5ZmY3ODdiXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_.jpg
D-Railed,2018,"['Action', 'Adventure', 'Horror']",1h 20m,3.8,Not Rated,2.1K,Passengers on a train that crashes into a river must decide whether to risk waiting for help in the wreckage or take their chances in the murky depths below.,Dale Fabrigar,https://m.media-amazon.com/images/M/MV5BNWY3OGYzZjQtYmFjOS00MTA5LTk1MDUtNmJjNGVjYTNjNzMzXkEyXkFqcGdeQXVyMjg4OTY0OQ@@._V1_.jpg
Pavarotti,2019,"['Documentary', 'Biography', 'Music']",1h 54m,7.5,PG-13,3.9K,"Life, works and achievements of opera legend Luciano Pavarotti.",Ron Howard,https://m.media-amazon.com/images/M/MV5BMTgyMjk3MzE1MV5BMl5BanBnXkFtZTgwMzk2OTQ4NzM@._V1_.jpg
Warning Shot,2018,['Thriller'],1h 30m,4.8,R,1.4K,"A single mother and her young daughter struggle to make ends meet until they inherit their family's farmhouse. When a business rival covets their water rights, the situation spirals out of control.",Dustin Fairbanks,https://m.media-amazon.com/images/M/MV5BOGU2NWQyNzYtNzExYS00MTc1LWFlOWMtNGZmY2MwMWZkYmNiXkEyXkFqcGdeQXVyMjg3OTQ2NTI@._V1_.jpg
Meteor Moon,2020,"['Action', 'Sci-Fi']",1h 28m,2.3,Not Rated,701,"When a meteor crashes into the moon and shifts its axis, Earth's gravity pulls the moon into the path of the planet. Now, a group of scientists must figure out how to stop the moon from hitting the earth before it's too late.",Brian Nowak,https://m.media-amazon.com/images/M/MV5BY2ZmNDIyNmQtMjExMi00ODNmLThiYzYtNTRlZGRlNzQxOTU4XkEyXkFqcGdeQXVyNTkzMzg3NDM@._V1_.jpg
The Territory,2022,['Documentary'],1h 25m,7.5,PG,1.3K,"When a network of Brazilian farmers seizes a protected area of the Amazon rainforest, a young Indigenous leader and his mentor must fight back in defense of the land and an uncontacted group living deep within the forest.",Alex Pritz,https://m.media-amazon.com/images/M/MV5BYzljMTQ3ZjEtODRkYi00OWM5LWIyZjItZTNkOWY3ZjIyMWQ2XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_.jpg
Among the Willows,2023,['Western'],,,,,,,
The Undertaker,1988,['Horror'],1h 29m,4.9,R,778,A deranged undertaker kills various people to keep as his friends in his seedy funeral home.,Frank Avianca,https://m.media-amazon.com/images/M/MV5BYmJlYTA4MjYtOTUwYS00MzU0LWE2OTItNTRhMGEzNDQyMTY0XkEyXkFqcGdeQXVyNzUxNjg2Mw@@._V1_.jpg
Children of the Night,1991,['Horror'],1h 32m,4.7,R,1.3K,A schoolteacher teams up with with a priest to stop a town being overrun by vampires.,Tony Randel,https://m.media-amazon.com/images/M/MV5BZmUzZWYzOTgtZDQ4OS00ZGYzLTlmMWYtN2E5ZDJmNjM4MDFmXkEyXkFqcGdeQXVyMzU4ODM5Nw@@._V1_.jpg
The Boy and the Pirates,1960,"['Action', 'Adventure', 'Crime']",1h 22m,5.2,Not Rated,453,A young boy is magically transported back in time to a pirate ship on the high seas.,Bert I. Gordon,https://m.media-amazon.com/images/M/MV5BZGVjNTY5OTYtMmFlNC00YTBmLTg1MDUtY2UyYzRhZTA0MzQ4XkEyXkFqcGdeQXVyMjUwMDUwNA@@._V1_.jpg
Malevolence 3: Killer,2018,['Horror'],1h 29m,4.6,R,2.3K,"Martin Bristol returns to where it all began: the home where he was kidnapped from. But he is not the boy who disappeared over 10 years ago. Tortured and abused at the hands of his psychotic captor, Graham Sutter, Martin is damaged beyond repair. Lurking in the shadows of suburbi... Read all",Stevan Mena,https://m.media-amazon.com/images/M/MV5BMDQ3MzBjYWUtYjNmOS00NGYwLWFhODYtZGJmYjNiNDBmNDBjXkEyXkFqcGdeQXVyMzAzNjA4MQ@@._V1_.jpg
137 Shots,2021,"['Documentary', 'Crime']",,,,,,,
Inbetween Girl,2021,['Drama'],,,,,,,
Requiem for a Heavyweight,1962,"['Drama', 'Sport']",1h 35m,7.8,Approved,4.8K,"Knockout performances by Anthony Quinn, Jackie Gleason, Mickey Rooney and Julie Harris highlight this hard-hitting drama of corruption in the ring. Featuring Muhammad Ali.",Ralph Nelson,https://m.media-amazon.com/images/M/MV5BYTVmOTM3MGItNmJiYy00MDQzLWFkN2QtNmY0NjlmZTgwZGM3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg
A Man Alone,1955,['Western'],1h 36m,6.4,Approved,1.3K,A gunfighter's main hope lies in the trust of a beautiful woman who hides him out when he is wrongly suspected of a stagecoach massacre.,Ray Milland,https://m.media-amazon.com/images/M/MV5BNWQ2OTExZmMtOGYzMC00NjA4LWE0NTEtMWFhOGU3YmQ4MWRlXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_.jpg
Spinout,1966,"['Comedy', 'Musical', 'Romance']",1h 33m,5.7,Approved,2.4K,Band singer/race driver Mike McCoy must choose between marrying a beautiful rich girl and driving her father's car in a prestigious race.,Norman Taurog,https://m.media-amazon.com/images/M/MV5BNTE3MThmMTctZjA1ZC00M2MwLWI4YjEtODA1OThjMjdiNjczXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_.jpg
Duet for One,1986,"['Drama', 'Music']",1h 47m,6.7,R,1K,"Stephanie Anderson (Dame Julie Andrews), a famous violin player married to a composer becomes ill from Multiple Sclerosis. Her whole life goes to pieces. Her career ends abruptly, her husband betrays her with another woman, and her favorite pupil decides to leave for a tour in th... Read all",Andrey Konchalovskiy,https://m.media-amazon.com/images/M/MV5BZmVlZjQyZTItZjhkNC00OTcxLWFkOWItOTkwZGZjNDY0NmQ1XkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_.jpg
Little City,1997,"['Comedy', 'Romance']",1h 30m,5.8,R,1.1K,"San Francisco is a little city, where you keep running into the same 6 people, here 5 around 30 y.o. and a cougar on the prowl for young women, all going in and out of relationships.",Roberto Benabib,
Robby,1968,"['Adventure', 'Drama', 'Family']",,,,,,,
Who Framed Roger Rabbit 2,,,,,,,,,
Humane,,,,,,,,,
The Christmas Trap,2018,"['Comedy', 'Drama', 'Family']",1h 52m,5.8,TV-PG,1.7K,Two girls realize they're both visiting grandparents they've never met and decide to switch places to see how the other half lives.,Harvey Lowry,https://m.media-amazon.com/images/M/MV5BZjBlMzhhZDMtNzRmNy00OTI5LWE5ZjktM2VkYmZhNTVmZmM1XkEyXkFqcGdeQXVyMjM0MDAzNTQ@._V1_.jpg
Jingle Bell Heist,,,,,,,,,
Kansas Pacific,1953,['Western'],1h 13m,5.8,Approved,807,"With the Civil War about to begin, Southern saboteurs attack frontier railroad construction.",Ray Nazarro,https://m.media-amazon.com/images/M/MV5BYzBjMDg1NGMtNjUyYy00ZmVlLWE4MDAtMWQ1OThjYThmYjE0XkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_.jpg
Extracurricular Activities,2019,"['Comedy', 'Mystery', 'Thriller']",1h 26m,6.2,Not Rated,1.6K,"A mature, intelligent high school student has a side job arranging ""accidental"" deaths (no two alike) of fellow students' parents. A cop detective notices this student being connected to all the kids of dead parents. Who wins the face-off?",Jay Lowi,https://m.media-amazon.com/images/M/MV5BNGMyMTczZjYtOTdmOC00ZDJjLWIyOTMtZDM5NDQyY2I5Zjg1XkEyXkFqcGdeQXVyNzQyMTI5NzU@._V1_.jpg
Higher Power,2018,"['Action', 'Adventure', 'Sci-Fi']",1h 33m,4.4,R,3.8K,"When the Universe decides what it wants, it's pointless to resist. With his family's life at stake, Joseph Steadman finds himself the unwilling test subject of a maniacal scientist in a battle that could save the world, or destroy it.",Matthew Charles Santoro,https://m.media-amazon.com/images/M/MV5BMmUzNTE4N2EtMmU3NS00OWFiLWJiMDEtM2UwNjczNTQ1ZGQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
The Devil's Chair,2007,['Horror'],1h 31m,4.8,Not Rated,3.2K,"With a pocketful of drugs, Nick West takes out his girlfriend Sammy, for a good time. When they explore an abandoned asylum, the discovery of a bizarre device, a cross between an electric chair and sadistic fetish machine, transforms drugged-out bliss into agony and despair. Afte... Read all",Adam Mason,https://m.media-amazon.com/images/M/MV5BMTI0MzI4NDQ1Nl5BMl5BanBnXkFtZTcwMzM0MDc4MQ@@._V1_.jpg
One Man's Justice,1996,"['Action', 'Thriller']",1h 40m,5.3,R,1.3K,"When a man's wife and family are murdered, he plots revenge only to find out that the killer is under Federal protection and he must exact his own form of justice.",Kurt Wimmer,https://m.media-amazon.com/images/M/MV5BZTI0NzEzYWItNmY5OC00MDA1LTgxYjYtMjM3MDQ1OGRmOGJhXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg
Children of Blood and Bone,,,,,,,,,
I Married a Strange Person!,1997,"['Animation', 'Comedy', 'Drama']",1h 15m,6.9,R,2.2K,"A newlywed develops a strange lump on his neck that gives him the ability to transform people or objects at will. His wife is very upset. Meanwhile, the CEO of Smilecorp learns of this man and his ability and sees a way to achieve world domination if only the man can be taken ali... Read all",Bill Plympton,https://m.media-amazon.com/images/M/MV5BOTM2NGY1OTctYTg4Mi00Zjk0LThmZGUtZmE0NDU2OTQzMDZlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg
The Last Shot,2004,"['Comedy', 'Romance']",1h 33m,5.7,R,4.4K,A movie director-screenwriter finds a man to finance his latest project but soon discovers that the producer is actually an undercover FBI agent working on a mob sting operation.,Jeff Nathanson,https://m.media-amazon.com/images/M/MV5BMTczMTAyNjI3M15BMl5BanBnXkFtZTcwNzk2ODYyMQ@@._V1_.jpg
Wrong Answer,,,,,,,,,
Peeper,1975,"['Comedy', 'Crime', 'Mystery']",1h 27m,5.6,PG,930,"In 1947, a smart-mouthed Brit working in L.A. as a private eye (or peeper) is on a case to find the long lost daughter of a shady client pursued by two dangerous goons. The case leads him to a rich oddball Beverly Hills family.",Peter Hyams,https://m.media-amazon.com/images/M/MV5BMzhlMDY2Y2YtMzQ1ZS00OWY0LWFmYWEtYjFmNmZlNzI4Njk5XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg
Mr. Lucky,1943,"['Comedy', 'Crime', 'Romance']",1h 40m,7.1,Approved,3.5K,"A gambler has plans to swindle money from a charity program, but starts to have second thoughts when he falls for a rich society girl.",H.C. Potter,https://m.media-amazon.com/images/M/MV5BYTYxZmZjMzUtOTg2Ny00NDM3LWE4NDItNGM2ZWZkNzI0YWVkL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg
